book_name,chapter,paragraph
Bhagavad Gita,Chapter XIII,"This body, O son ofKuntī! is calledKṣetra, and the learned call him who knows it the Kṣetrajña.. And know me also, O descendant of Bharata! to be the Kṣetrajña in allKṣetras. The knowledge of Kṣetra and Kṣetrajña is deemed by me to be real knowledge. Now hear from me in brief what that Kṣetra is, what it is like, what changes it undergoes, and whence it comes, and what is he, and what his powers, all which is sung in various ways by sages in numerous hymns, distinctly, and in well-settled texts full of argument, giving indications or full instruction about theBrahman. The great elements, egoism, the understanding, the unperceived also, the ten senses, and the one, and the five objects of sense, desire,aversion, pleasure, pain, body, consciousness, courage, thus in brief has been declared the Kṣetra with changes. Absence of vanity, absence of ostentatiousness, absence of hurtfulness, forgiveness, straightforwardness, devotion to a preceptor, purity, steadiness, self-restraint, indifference towards objects of sense, and also absence of egoism; perception of the misery and evil of birth, death, old age, and disease; absence of attachment, absence of self-identifying regard for son, wife, home, and so forth; and constant equability on the approach of both what is agreeable and what is disagreeable; unswerving devotion to me, without meditation on any one else; resorting to clean places, distaste for assemblages of men, constancy in knowledge of the relation of the individual self to the supreme, perception of the objectof knowledge of the truth, this is called knowledge; that is ignorance which is opposed to this. I will declare that which is the object of knowledge, knowing which, one reaches immortality; the highest Brahman, having no beginning nor end, which cannot be said to be existent or non-existent. It has hands and feet on all sides, it has eyes, heads, and faces on all sides, it has ears on all sides, itstands pervading everything in the world. Possessed of the qualities of all the senses, but devoid of all senses, unattached, it supports all, is devoid of qualities, and the enjoyerof qualities. It is within all things and without them; it is movable and also immovable; it is unknowable through its subtlety; it stands afar and near. Not different in different things, but standing as though different, it should be known to be the supporter of all things, and that which absorbs and creates them. It is the radiance even of the radiant bodies; it is said to be beyond darkness. It is knowledge, the object of knowledge, that which is to be attained to by knowledge, and placed in the heart of all. Thus in brief have Kṣetra, knowledge, and the object of knowledge been declared. My devotee, knowing this, becomes fit for assimilation with me. Know nature and spirit both to be without beginning, and know all developments and qualitiesto be produced from nature. Nature is said to be the origin of the capacity of working residing in the body and the senses; and spirit is said to be the origin of the capacity of enjoying pleasures andpains. For spirit with nature joined, enjoys the qualities born of nature. And the cause of its birth in good or evil wombs is the connexion with the qualities. The supreme spirit in this body is called supervisor, adviser, supporter, enjoyer, the great lord, and the supreme self also. He who thus knows nature and spirit, together with the qualities, is not born again, however living. Some by concentration see the self in the self by the self; others by the Sāṅkya-yoga; and others still by the Karma-yoga; others yet, not knowing this, practise concentration, after hearing from others. They, too, being thus devoted to hearing instruction cross beyond death. Whatever thing movable or immovable comes into existence, know that to be from the connexion of Kṣetra and Kṣetrajña, O chief of the descendants of Bharata! He sees trulywho sees the supreme lord abiding alike in all entities, and not destroyed though they are destroyed. For he who sees the lord abiding everywhere alike, does not destroy himselfby himself, and then reaches the highest goal. He sees truly, who sees all actions to be in every way done by nature alone, and likewise the self to be not the doer. When a man sees all the variety of entities as existing in one, and all as emanating from that, then he becomes one with the Brahman. This inexhaustible supreme self, being without beginning and without qualities, does not act, and is not tainted, O son of Kuntī! though stationed in the body. As by reason of its subtlety the all-pervading space is not tainted, so the self stationed in every body is not tainted. As the sun singly lights up all this world, so the Kṣetrajña, O descendant of Bharata! lights up the whole Kṣetra. Those who, with the eye of knowledge, thus understand the difference between Kṣetra and Kṣetrajña, and the destruction of the nature of all entities, go to the supreme."
Bhagavad Gita,Chapter XIII,back to top
Bhagavad Gita,Chapter XIII,I retain the original for want of a good equivalent.
Bhagavad Gita,Chapter XIII,"Cf. Śvetāśvataropaniṣad, p. , and Maitrī, pp. -."
Bhagavad Gita,Chapter XIII,I. e. the Kṣetrajña.
Bhagavad Gita,Chapter XIII,"Hymns  scil. from the Vedas about ordinary or special actions and so forth. Argument  e.g. in texts like 'How can entity come from non-entity? Who could breathe, if c.?'"
Bhagavad Gita,Chapter XIII,"Cf. Aitareya-āraṇyaka, p. . The subtle elements, earth, fire, c., are meant. The unperceived  nature; the one  mind; courage  that by which the drooping body and senses are supported; egoism  self-consciousness-the feeling 'this is I.'"
Bhagavad Gita,Chapter XIII,See the last page. Changes  development.
Bhagavad Gita,Chapter XIII,"Internal as well as external; as to devotion to a preceptor, cf. Āpastamba, p. p. in this series; Taittirīya-upaniṣad, p. ; Śvetāśvatara, p. ; and Sutta Nipāta, p. ; as to egoism, see p. supra."
Bhagavad Gita,Chapter XIII,"Cf. Sutta Nipāta, pp. -."
Bhagavad Gita,Chapter XIII,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XIII,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XIII,Viz. removal of ignorance and acquisition of happiness.
Bhagavad Gita,Chapter XIII,"Words indicate a class, a quality, an action, or a relation, says Śaṅkara. None of these can be predicated of the Brahman; so you cannot apply either of these words to it. Cf. pp. , supra, also Śvetāśvatara, p. ."
Bhagavad Gita,Chapter XIII,"Cf. Śvetāśvatara, p. . He has no ears, but has the quality of hearing, and so forth; unattached  really out of relation to everything, though seeming to be connected with other things through delusion."
Bhagavad Gita,Chapter XIII,I. e. he perceives them.
Bhagavad Gita,Chapter XIII,"Īśopaniṣad, p. ; Muṇḍaka, p. ."
Bhagavad Gita,Chapter XIII,"Everything being really one. Cf. inter alia, p. infra. The various manifestations of The Brahman are really one in essence, though apparently different, like foam and water."
Bhagavad Gita,Chapter XIII,Cf. p. .
Bhagavad Gita,Chapter XIII,"Developments  body, senses, c. Qualities  pleasure, pain, c.; altogether the expression means the body and feelings and so forth."
Bhagavad Gita,Chapter XIII,"Śrīdhara says that 'is said to be' means by Kapila and others. For the notion that activity is not a function of the soul, see inter alia, p. supra. Enjoyment, however, is, according to this passage, the function of the soul, not of nature. See also Maitrī-upaniṣad, pp. , ."
Bhagavad Gita,Chapter XIII,"I. e. 'the senses,' says Śrīdhara; good  gods, c. evil beasts, c."
Bhagavad Gita,Chapter XIII,"Scil. concerning the operations of the body and senses. Cf. Nṛsiṃha-tāpinī, p. . He is adviser because, though he does not interfere, he sees and therefore may be said to sanction the operations alluded to. Supporter, i. e. of body c. in their workings."
Bhagavad Gita,Chapter XIII,I. e. though he may have transgressed rules.
Bhagavad Gita,Chapter XIII,"Concentration  fixing of the mind exclusively on the soul, the senses being quiescent. 'See the self,' i. e. the soul; 'in the self,' i. e. within themselves; 'by the self,' i. e. by the mind. Sāṅkhya-yoga  belief that qualities are distinct from the self, which is only a passive spectator of their operations. Cf. Śvetāśvatara, p. . Karma-yoga  dedication of actions to the supreme. Cf. as to this the gloss on Śaṅkara's Bhāṣya on Vedānta-sūtra IV, , ."
Bhagavad Gita,Chapter XIII,"Cf. Sutta Nipāta, p. ."
Bhagavad Gita,Chapter XIII,"Not to have true knowledge, is equivalent to self-destruction. Cf. Īśopaniṣad, pp. , , ."
Bhagavad Gita,Chapter XIII,"I. e. absorbed at the time of the deluge in nature, one of the energies of the supreme; 'emanating,' i.e. at the time of creation."
Bhagavad Gita,Chapter XIII,"Nature, which is the material cause from which all entities are produced; the destruction of it results from true knowledge of the soul. See the third note on p. infra."
Bhagavad Gita,Chapter XIII,"I humbly request your help to keep doing what I do best provide the world with unbiased sources, definitions and images. Your donation direclty influences the quality and quantity of knowledge, wisdom and spiritual insight the world is exposed to."
Bhagavad Gita,Chapter XIII,Let's make the world a better place together!
Bhagavad Gita,Chapter XIV,Resources
Bhagavad Gita,Chapter XIV,"by Kashinath Trimbak Telang   , words"
Bhagavad Gita,Chapter XIV,"Volume , The Sacred Books of the East. This part Contains the english translation of the Bhagavad-gita...."
Bhagavad Gita,Chapter XIV,Go directly toFootnotes.
Bhagavad Gita,Chapter XIV,"Again I will declare to you the highest knowledge, the best of all sorts of knowledge, havinglearnt which, all sages have reached perfection beyond the bonds of this body. Those who, resorting to this knowledge, reach assimilation with my essence, are not born at the creation, and are not afflictedat the destruction of the universe. The greatBrahmanis a womb for me, in which I cast the seed. From that, O descendant of Bharata! is the birth of all things. Of the bodies, O son ofKuntī! which are born from all wombs, the main womb is the great Brahman, and I am the father, the giver of the seed. Goodness, passion, darkness, these qualitiesborn from nature, O you of mighty arms! bind down the inexhaustible soul in the body. Of these, goodness, which, in consequence of being untainted, is enlightening and free from all misery, binds the soul, O sinless one! with the bond of pleasure and the bond of knowledge. Know that passion consists in being enamoured, and is produced from craving and attachment. That, O son of Kuntī! binds down the embodied self with thebond of action. Darkness you must know to be born of ignorance, it deludes all embodied selfs. And that, O descendant of Bharata! binds down the self with heedlessness, indolence, and sleep. Goodness unites the self with pleasure; passion, O descendant of Bharata! with action; and darkness with heedlessness, after shrouding up knowledge. Passion and darkness being repressed, goodness stands, O descendant of Bharata! Passion and goodness being repressed, darkness; and likewise darkness and goodness being repressed, passion. When in this body at all portalslight that is to say knowledge prevails, then should one know goodness to be developed. Avarice, activity, performance of actions, want of tranquillity, desire, these are produced, O chief of the descendants of Bharata! when passion is developed. Want of light, want of activity, heedlessness, and delusion, these are produced, O descendant ofKuru! when darkness is developed. When an embodied self encounters death, while goodness is developed, then he reaches the untainted worlds of those who know the highest. Encountering death during the prevalenceof passion, he is born among those attached to action. Likewise, dying during the prevalence of darkness, he is born in the wombs of the ignorant. The fruit of meritorious action is said to be good, untainted; while the fruit of passion is misery; and the fruit of darkness ignorance. From goodness is produced knowledge, from passion avarice, and from darkness heedlessness and delusion and ignorance also. Those who adhere to the ways of goodness go up; the passionate remain in the middle; while those of the qualities of darkness, adhering to the ways of the lowest quality, go down. When a right-seeing person sees none but the qualities to be the doers of all action, and knows what is above the qualities, he enters into my essence. The embodied self, who transcends these three qualities, from which bodies are produced, attains immortality, being freed from birth and death and old age and misery."
Bhagavad Gita,Chapter XIV,"What are the characteristics, O lord! of one who has transcended these three qualities? What is his conduct, and how does he transcend these three qualities?"
